response_row_id,test_id,total_questions,answers_json,is_complete,time_per_question_s,total_time_s,shuffled_question_order
685,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""13"":[""D""],""14"":[""B""],""15"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""27"":[""B""],""29"":[""D""],""31"":[""D""]}",No,"{""13"":52.862,""14"":54.976,""15"":88.722,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""27"":78.529,""29"":159.955,""31"":152.64}",896.021,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
686,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""B""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""12"":[""B""],""14"":[""D""],""16"":[""B""],""17"":[""A""],""19"":[""B""],""20"":[""D""],""21"":[""C""],""22"":[""A""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""B""],""29"":[""C""],""30"":[""C""]}",No,"{""1"":82.407,""2"":85.991,""3"":66.533,""4"":51.035,""5"":60.462,""6"":31.278,""7"":61.712,""8"":27.657,""9"":77.285,""12"":45.104,""14"":51.579,""16"":32.916,""17"":48.613,""19"":162.227,""20"":51.716,""21"":56.185,""22"":98.641,""24"":34.776,""25"":152.221,""26"":41.594,""27"":70.598,""28"":68.186,""29"":54.299,""30"":101.512}",1614.527,"[22,25,2,26,19,6,29,9,21,1,8,28,27,20,16,7,3,12,4,24,30,5,17,14,13,15,31,10,11,18,23]"
687,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""27"":[""B""],""29"":[""D""],""31"":[""D""]}",No,"{""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""27"":78.529,""29"":159.955,""31"":152.64}",1009.008,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
688,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""B""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""12"":[""B""],""13"":[""C""],""14"":[""D""],""16"":[""B""],""17"":[""A""],""19"":[""B""],""20"":[""D""],""21"":[""C""],""22"":[""A""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""B""],""29"":[""C""],""30"":[""C""]}",No,"{""1"":82.407,""2"":85.991,""3"":66.533,""4"":51.035,""5"":60.462,""6"":31.278,""7"":61.712,""8"":27.657,""9"":77.285,""12"":45.104,""13"":111.491,""14"":51.579,""16"":32.916,""17"":48.613,""19"":162.227,""20"":51.716,""21"":56.185,""22"":98.641,""24"":34.776,""25"":152.221,""26"":41.594,""27"":70.598,""28"":68.186,""29"":54.299,""30"":101.512}",1726.018,"[22,25,2,26,19,6,29,9,21,1,8,28,27,20,16,7,3,12,4,24,30,5,17,14,13,15,31,10,11,18,23]"
689,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""29"":[""D""],""31"":[""D""]}",No,"{""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""29"":159.955,""31"":152.64}",1070.699,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
690,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""8"":[""A""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""29"":[""D""],""31"":[""D""]}",No,"{""8"":37.656,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""29"":159.955,""31"":152.64}",1108.355,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
691,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""B""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""12"":[""B""],""13"":[""C""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""19"":[""B""],""20"":[""D""],""21"":[""C""],""22"":[""A""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""B""],""29"":[""C""],""30"":[""C""]}",No,"{""1"":82.407,""2"":85.991,""3"":66.533,""4"":51.035,""5"":60.462,""6"":31.278,""7"":61.712,""8"":27.657,""9"":77.285,""12"":45.104,""13"":111.491,""14"":51.579,""15"":72.927,""16"":32.916,""17"":48.613,""19"":162.227,""20"":51.716,""21"":56.185,""22"":98.641,""24"":34.776,""25"":152.221,""26"":41.594,""27"":70.598,""28"":68.186,""29"":54.299,""30"":101.512}",1798.945,"[22,25,2,26,19,6,29,9,21,1,8,28,27,20,16,7,3,12,4,24,30,5,17,14,13,15,31,10,11,18,23]"
692,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""8"":[""A""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""29"":[""D""],""31"":[""D""]}",No,"{""8"":37.656,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""29"":159.955,""31"":152.64}",1199.983,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
693,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""29"":[""D""],""31"":[""D""]}",No,"{""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""29"":159.955,""31"":152.64}",1270.474,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
694,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""B""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""C""],""12"":[""B""],""13"":[""C""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""19"":[""B""],""20"":[""D""],""21"":[""C""],""22"":[""A""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""B""],""29"":[""C""],""30"":[""C""],""31"":[""B""]}",No,"{""1"":82.407,""2"":85.991,""3"":66.533,""4"":51.035,""5"":60.462,""6"":31.278,""7"":61.712,""8"":27.657,""9"":77.285,""10"":81.014,""12"":45.104,""13"":111.491,""14"":51.579,""15"":72.927,""16"":32.916,""17"":48.613,""19"":162.227,""20"":51.716,""21"":56.185,""22"":98.641,""24"":34.776,""25"":152.221,""26"":41.594,""27"":70.598,""28"":68.186,""29"":54.299,""30"":101.512,""31"":126.504}",2006.463,"[22,25,2,26,19,6,29,9,21,1,8,28,27,20,16,7,3,12,4,24,30,5,17,14,13,15,31,10,11,18,23]"
695,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""31"":[""D""]}",No,"{""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""31"":152.64}",1344.528,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
696,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""31"":[""D""]}",No,"{""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""31"":152.64}",1411.717,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
697,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""31"":[""D""]}",No,"{""6"":59.504,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""31"":152.64}",1471.221,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
698,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""5"":[""C""],""6"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""31"":[""D""]}",No,"{""5"":51.143,""6"":59.504,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""31"":152.64}",1522.364,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
699,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""B""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""C""],""11"":[""D""],""12"":[""B""],""13"":[""C""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""B""],""20"":[""D""],""21"":[""C""],""22"":[""A""],""23"":[""D""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""B""],""29"":[""C""],""30"":[""C""],""31"":[""B""]}",Yes,"{""1"":82.407,""2"":85.991,""3"":66.533,""4"":51.035,""5"":60.462,""6"":31.278,""7"":61.712,""8"":27.657,""9"":77.285,""10"":81.014,""11"":35.461,""12"":45.104,""13"":111.491,""14"":51.579,""15"":72.927,""16"":32.916,""17"":48.613,""18"":60.137,""19"":162.227,""20"":51.716,""21"":56.185,""22"":98.641,""23"":34.032,""24"":34.776,""25"":152.221,""26"":41.594,""27"":70.598,""28"":68.186,""29"":54.299,""30"":101.512,""31"":126.504}",2225.562,"[22,25,2,26,19,6,29,9,21,1,8,28,27,20,16,7,3,12,4,24,30,5,17,14,13,15,31,10,11,18,23]"
700,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""5"":[""C""],""6"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""31"":[""D""]}",No,"{""3"":53.821,""5"":51.143,""6"":59.504,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""31"":152.64}",1576.185,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
701,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""31"":152.64}",1612.706,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
702,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""31"":152.64}",1668.771,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
703,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""31"":152.64}",1717.992,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
704,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""30"":[""C""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""30"":56.702,""31"":152.64}",1774.694,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
705,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""19"":[""A""],""20"":[""B""],""21"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""30"":[""C""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""19"":67.189,""20"":79.575,""21"":38.563,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""30"":56.702,""31"":152.64}",1813.257,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
706,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""17"":[""A""],""19"":[""A""],""20"":[""B""],""21"":[""B""],""22"":[""B""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""30"":[""C""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""17"":37.487,""19"":67.189,""20"":79.575,""21"":38.563,""22"":69.502,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""30"":56.702,""31"":152.64}",1850.744,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
707,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""17"":[""A""],""19"":[""A""],""20"":[""B""],""21"":[""B""],""22"":[""B""],""23"":[""D""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""30"":[""C""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""17"":37.487,""19"":67.189,""20"":79.575,""21"":38.563,""22"":69.502,""23"":67.844,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""30"":56.702,""31"":152.64}",1918.588,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
708,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""16"":[""B""],""17"":[""A""],""19"":[""A""],""20"":[""B""],""21"":[""B""],""22"":[""B""],""23"":[""D""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""30"":[""C""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""16"":121.072,""17"":37.487,""19"":67.189,""20"":79.575,""21"":38.563,""22"":69.502,""23"":67.844,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""30"":56.702,""31"":152.64}",2039.66,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
709,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""16"":[""B""],""17"":[""A""],""18"":[""D""],""19"":[""A""],""20"":[""B""],""21"":[""B""],""22"":[""B""],""23"":[""D""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""30"":[""C""],""31"":[""D""]}",No,"{""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""16"":121.072,""17"":37.487,""18"":96.633,""19"":67.189,""20"":79.575,""21"":38.563,""22"":69.502,""23"":67.844,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""30"":56.702,""31"":152.64}",2136.293,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
710,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""14"":[""D""]}",No,"{""14"":112.457}",112.457,"[14,23,15,28,21,17,10,16,4,22,7,30,3,31,19,6,20,11,1,25,2,12,27,26,8,9,13,18,24,5,29]"
711,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""D""],""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""16"":[""B""],""17"":[""A""],""18"":[""D""],""19"":[""A""],""20"":[""B""],""21"":[""B""],""22"":[""B""],""23"":[""D""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""30"":[""C""],""31"":[""D""]}",No,"{""2"":71.304,""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""16"":121.072,""17"":37.487,""18"":96.633,""19"":67.189,""20"":79.575,""21"":38.563,""22"":69.502,""23"":67.844,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""30"":56.702,""31"":152.64}",2207.597,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
712,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""14"":[""D""],""23"":[""D""]}",No,"{""14"":112.457,""23"":70.303}",182.76,"[14,23,15,28,21,17,10,16,4,22,7,30,3,31,19,6,20,11,1,25,2,12,27,26,8,9,13,18,24,5,29]"
713,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""B""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""B""],""15"":[""A""],""16"":[""B""],""17"":[""A""],""18"":[""D""],""19"":[""A""],""20"":[""B""],""21"":[""B""],""22"":[""B""],""23"":[""D""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""B""],""28"":[""C""],""29"":[""D""],""30"":[""C""],""31"":[""D""]}",Yes,"{""1"":34.86,""2"":71.304,""3"":53.821,""4"":36.521,""5"":51.143,""6"":59.504,""7"":56.065,""8"":37.656,""9"":70.491,""10"":91.628,""11"":112.987,""12"":49.221,""13"":52.862,""14"":54.976,""15"":88.722,""16"":121.072,""17"":37.487,""18"":96.633,""19"":67.189,""20"":79.575,""21"":38.563,""22"":69.502,""23"":67.844,""24"":99.48,""25"":59.78,""26"":61.691,""27"":78.529,""28"":74.054,""29"":159.955,""30"":56.702,""31"":152.64}",2242.457,"[29,31,15,27,25,20,13,22,14,24,11,26,8,10,9,28,19,6,5,3,4,7,12,30,21,17,23,16,18,2,1]"
714,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""14"":[""D""],""15"":[""D""],""23"":[""D""]}",No,"{""14"":112.457,""15"":67.045,""23"":70.303}",249.805,"[14,23,15,28,21,17,10,16,4,22,7,30,3,31,19,6,20,11,1,25,2,12,27,26,8,9,13,18,24,5,29]"
715,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""14"":[""D""],""15"":[""D""],""23"":[""D""],""28"":[""C""]}",No,"{""14"":112.457,""15"":67.045,""23"":70.303,""28"":31.526}",281.331,"[14,23,15,28,21,17,10,16,4,22,7,30,3,31,19,6,20,11,1,25,2,12,27,26,8,9,13,18,24,5,29]"
716,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""14"":[""D""],""15"":[""D""],""21"":[""C""],""23"":[""D""],""28"":[""C""]}",No,"{""14"":112.457,""15"":67.045,""21"":32.156,""23"":70.303,""28"":31.526}",313.487,"[14,23,15,28,21,17,10,16,4,22,7,30,3,31,19,6,20,11,1,25,2,12,27,26,8,9,13,18,24,5,29]"
717,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""14"":[""D""],""15"":[""D""],""17"":[""B""],""21"":[""C""],""23"":[""D""],""28"":[""C""]}",No,"{""14"":112.457,""15"":67.045,""17"":40.632,""21"":32.156,""23"":70.303,""28"":31.526}",354.119,"[14,23,15,28,21,17,10,16,4,22,7,30,3,31,19,6,20,11,1,25,2,12,27,26,8,9,13,18,24,5,29]"
